"county","state","party","procent_wykształcenie_wyższe","liczba_gł_republikanie","liczba_gł_demokraci"
Leflore,Mississippi,Republican,"15 - 20 %",4453906,2759250
Buffalo,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Mayes,Oklahoma,Republican,"15 - 20 %",4453906,2759250
McCormick,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Carbon,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Jerauld,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Wilson,North Carolina,Republican,"15 - 20 %",4453906,2759250
Charlotte,Virginia,Democrat,"15 - 20 %",4453906,2759250
Coffee,Tennessee,Republican,"15 - 20 %",4453906,2759250
Dolores,Colorado,Democrat,"15 - 20 %",4453906,2759250
Jackson,Michigan,Democrat,"15 - 20 %",4453906,2759250
Kossuth,Iowa,Republican,"15 - 20 %",4453906,2759250
Caldwell,Texas,Republican,"15 - 20 %",4453906,2759250
Fairfield,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Furnas,Nebraska,Republican,"15 - 20 %",4453906,2759250
Washington,Ohio,Democrat,"15 - 20 %",4453906,2759250
Floyd,Virginia,Democrat,"15 - 20 %",4453906,2759250
Potter,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Bamberg,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Plaquemines,Louisiana,Democrat,"15 - 20 %",4453906,2759250
Appanoose,Iowa,Democrat,"15 - 20 %",4453906,2759250
Hamilton,Texas,Republican,"15 - 20 %",4453906,2759250
Tate,Mississippi,Republican,"15 - 20 %",4453906,2759250
Sevier,Utah,Republican,"15 - 20 %",4453906,2759250
Morgan,Indiana,Republican,"15 - 20 %",4453906,2759250
Hopkins,Texas,Republican,"15 - 20 %",4453906,2759250
Payette,Idaho,Democrat,"15 - 20 %",4453906,2759250
Powder River,Montana,Democrat,"15 - 20 %",4453906,2759250
Tift,Georgia,Democrat,"15 - 20 %",4453906,2759250
Ouachita,Arkansas,Democrat,"15 - 20 %",4453906,2759250
Palo Alto,Iowa,Republican,"15 - 20 %",4453906,2759250
Dale,Alabama,Democrat,"15 - 20 %",4453906,2759250
Carter,Montana,Democrat,"15 - 20 %",4453906,2759250
Dodge,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Donley,Texas,Democrat,"15 - 20 %",4453906,2759250
Cheatham,Tennessee,Republican,"15 - 20 %",4453906,2759250
Jones,Mississippi,Republican,"15 - 20 %",4453906,2759250
Lawrence,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Price,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Washington,Idaho,Democrat,"15 - 20 %",4453906,2759250
Bond,Illinois,Republican,"15 - 20 %",4453906,2759250
Delta,Michigan,Democrat,"15 - 20 %",4453906,2759250
Gregg,Texas,Democrat,"15 - 20 %",4453906,2759250
Clay,Mississippi,Republican,"15 - 20 %",4453906,2759250
Pamlico,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Hot Springs,Wyoming,Democrat,"15 - 20 %",4453906,2759250
Modoc,California,Democrat,"15 - 20 %",4453906,2759250
Clearwater,Idaho,Republican,"15 - 20 %",4453906,2759250
Webster,Missouri,Republican,"15 - 20 %",4453906,2759250
Cass,Michigan,Republican,"15 - 20 %",4453906,2759250
Palo Alto,Iowa,Democrat,"15 - 20 %",4453906,2759250
Mackinac,Michigan,Republican,"15 - 20 %",4453906,2759250
Roane,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Edgar,Illinois,Democrat,"15 - 20 %",4453906,2759250
Sutter,California,Democrat,"15 - 20 %",4453906,2759250
Marshall,Iowa,Democrat,"15 - 20 %",4453906,2759250
Cottle,Texas,Democrat,"15 - 20 %",4453906,2759250
Stephens,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Spencer,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Spencer,Indiana,Republican,"15 - 20 %",4453906,2759250
Lincoln,Montana,Republican,"15 - 20 %",4453906,2759250
Delaware,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Page,Iowa,Democrat,"15 - 20 %",4453906,2759250
Clark,South Dakota,Republican,"15 - 20 %",4453906,2759250
Wilbarger,Texas,Republican,"15 - 20 %",4453906,2759250
Tioga,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Clayton,Iowa,Republican,"15 - 20 %",4453906,2759250
Delta,Texas,Democrat,"15 - 20 %",4453906,2759250
Young,Texas,Democrat,"15 - 20 %",4453906,2759250
San Juan,Utah,Democrat,"15 - 20 %",4453906,2759250
Pepin,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Calhoun,South Carolina,Republican,"15 - 20 %",4453906,2759250
Giles,Virginia,Republican,"15 - 20 %",4453906,2759250
Calhoun,Iowa,Democrat,"15 - 20 %",4453906,2759250
Tuscarawas,Ohio,Democrat,"15 - 20 %",4453906,2759250
Frontier,Nebraska,Republican,"15 - 20 %",4453906,2759250
Rapides,Louisiana,Democrat,"15 - 20 %",4453906,2759250
Ford,Illinois,Democrat,"15 - 20 %",4453906,2759250
Cherokee,North Carolina,Republican,"15 - 20 %",4453906,2759250
Lyon,Iowa,Republican,"15 - 20 %",4453906,2759250
Sanborn,South Dakota,Republican,"15 - 20 %",4453906,2759250
White,Indiana,Democrat,"15 - 20 %",4453906,2759250
Bradford,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Menard,Texas,Democrat,"15 - 20 %",4453906,2759250
Montgomery,Indiana,Democrat,"15 - 20 %",4453906,2759250
San Juan,Utah,Republican,"15 - 20 %",4453906,2759250
Livingston,Louisiana,Democrat,"15 - 20 %",4453906,2759250
Kiowa,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Fallon,Montana,Democrat,"15 - 20 %",4453906,2759250
Payette,Idaho,Republican,"15 - 20 %",4453906,2759250
Woodward,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Prairie,Montana,Republican,"15 - 20 %",4453906,2759250
Lincoln,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Crisp,Georgia,Republican,"15 - 20 %",4453906,2759250
Burt,Nebraska,Republican,"15 - 20 %",4453906,2759250
Sebastian,Arkansas,Republican,"15 - 20 %",4453906,2759250
Jones,South Dakota,Republican,"15 - 20 %",4453906,2759250
Thomas,Georgia,Democrat,"15 - 20 %",4453906,2759250
Sutter,California,Republican,"15 - 20 %",4453906,2759250
Bowie,Texas,Democrat,"15 - 20 %",4453906,2759250
San Benito,California,Republican,"15 - 20 %",4453906,2759250
Hillsdale,Michigan,Democrat,"15 - 20 %",4453906,2759250
Rutherford,North Carolina,Republican,"15 - 20 %",4453906,2759250
Harney,Oregon,Democrat,"15 - 20 %",4453906,2759250
Ogle,Illinois,Republican,"15 - 20 %",4453906,2759250
Gentry,Missouri,Democrat,"15 - 20 %",4453906,2759250
Steuben,Indiana,Democrat,"15 - 20 %",4453906,2759250
Taylor,Kentucky,Republican,"15 - 20 %",4453906,2759250
Darlington,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Pettis,Missouri,Democrat,"15 - 20 %",4453906,2759250
Coffee,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Orangeburg,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Churchill,Nevada,Republican,"15 - 20 %",4453906,2759250
Augusta,Virginia,Democrat,"15 - 20 %",4453906,2759250
Carter,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Lebanon,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Kiowa,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Waynesboro,Virginia,Republican,"15 - 20 %",4453906,2759250
Briscoe,Texas,Republican,"15 - 20 %",4453906,2759250
Worth,Iowa,Democrat,"15 - 20 %",4453906,2759250
Wheeler,Texas,Democrat,"15 - 20 %",4453906,2759250
Costilla,Colorado,Democrat,"15 - 20 %",4453906,2759250
Dubois,Indiana,Republican,"15 - 20 %",4453906,2759250
Barry,Michigan,Republican,"15 - 20 %",4453906,2759250
Alcorn,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Hernando,Florida,Democrat,"15 - 20 %",4453906,2759250
Kimball,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Fayette,Texas,Democrat,"15 - 20 %",4453906,2759250
Josephine,Oregon,Democrat,"15 - 20 %",4453906,2759250
Gaston,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Hoke,North Carolina,Republican,"15 - 20 %",4453906,2759250
Clearwater,Idaho,Democrat,"15 - 20 %",4453906,2759250
Beauregard,Louisiana,Democrat,"15 - 20 %",4453906,2759250
Ellis,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Oconee,South Carolina,Democrat,"20 - 25 %",4701876,3401369
Teton,Montana,Republican,"20 - 25 %",4701876,3401369
Ottawa,Ohio,Democrat,"20 - 25 %",4701876,3401369
Erie,Ohio,Democrat,"20 - 25 %",4701876,3401369
Trinity,California,Democrat,"20 - 25 %",4701876,3401369
Clinton,New York,Democrat,"20 - 25 %",4701876,3401369
Richland,Illinois,Democrat,"20 - 25 %",4701876,3401369
Schleicher,Texas,Democrat,"20 - 25 %",4701876,3401369
Lake,Montana,Republican,"20 - 25 %",4701876,3401369
Mills,Texas,Democrat,"20 - 25 %",4701876,3401369
Sharkey,Mississippi,Republican,"20 - 25 %",4701876,3401369
Stark,Ohio,Republican,"20 - 25 %",4701876,3401369
Hamilton,New York,Democrat,"20 - 25 %",4701876,3401369
Burnet,Texas,Republican,"20 - 25 %",4701876,3401369
Coffee,Alabama,Republican,"20 - 25 %",4701876,3401369
Sullivan,Tennessee,Republican,"20 - 25 %",4701876,3401369
Pike,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Polk,Nebraska,Republican,"20 - 25 %",4701876,3401369
Rock Island,Illinois,Democrat,"20 - 25 %",4701876,3401369
Pope,Arkansas,Democrat,"20 - 25 %",4701876,3401369
Licking,Ohio,Democrat,"20 - 25 %",4701876,3401369
Pierce,Washington,Republican,"20 - 25 %",4701876,3401369
Dunn,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Silver Bow,Montana,Republican,"20 - 25 %",4701876,3401369
Knox,Ohio,Democrat,"20 - 25 %",4701876,3401369
Washburn,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Delaware,Indiana,Republican,"20 - 25 %",4701876,3401369
Saint Lawrence,New York,Democrat,"20 - 25 %",4701876,3401369
Montgomery,Ohio,Democrat,"20 - 25 %",4701876,3401369
Kingsbury,South Dakota,Republican,"20 - 25 %",4701876,3401369
Lowndes,Mississippi,Democrat,"20 - 25 %",4701876,3401369
Ravalli,Montana,Democrat,"20 - 25 %",4701876,3401369
Riverside,California,Democrat,"20 - 25 %",4701876,3401369
Rockingham,Virginia,Republican,"20 - 25 %",4701876,3401369
Warren,Virginia,Democrat,"20 - 25 %",4701876,3401369
Douglas,Georgia,Democrat,"20 - 25 %",4701876,3401369
Cerro Gordo,Iowa,Democrat,"20 - 25 %",4701876,3401369
Caddo,Louisiana,Republican,"20 - 25 %",4701876,3401369
Rogers,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Johnston,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Berks,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Berrien,Michigan,Democrat,"20 - 25 %",4701876,3401369
DeSoto,Mississippi,Democrat,"20 - 25 %",4701876,3401369
Williamson,Illinois,Republican,"20 - 25 %",4701876,3401369
Colonial Heights,Virginia,Republican,"20 - 25 %",4701876,3401369
Wayne,New York,Democrat,"20 - 25 %",4701876,3401369
Wasco,Oregon,Republican,"20 - 25 %",4701876,3401369
Marathon,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Limestone,Alabama,Republican,"20 - 25 %",4701876,3401369
Garfield,Oklahoma,Democrat,"20 - 25 %",4701876,3401369
Tillamook,Oregon,Democrat,"20 - 25 %",4701876,3401369
Otoe,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Greene,Georgia,Republican,"20 - 25 %",4701876,3401369
Tazewell,Illinois,Republican,"20 - 25 %",4701876,3401369
Racine,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Botetourt,Virginia,Democrat,"20 - 25 %",4701876,3401369
Walton,Florida,Republican,"20 - 25 %",4701876,3401369
Sioux,Iowa,Democrat,"20 - 25 %",4701876,3401369
Kent,Texas,Republican,"20 - 25 %",4701876,3401369
Houston,Georgia,Democrat,"20 - 25 %",4701876,3401369
Oconee,South Carolina,Republican,"20 - 25 %",4701876,3401369
Chelan,Washington,Republican,"20 - 25 %",4701876,3401369
Eaton,Michigan,Republican,"20 - 25 %",4701876,3401369
Kleberg,Texas,Democrat,"20 - 25 %",4701876,3401369
Wayne,Ohio,Republican,"20 - 25 %",4701876,3401369
Wasco,Oregon,Democrat,"20 - 25 %",4701876,3401369
Solano,California,Republican,"20 - 25 %",4701876,3401369
Gloucester,Virginia,Democrat,"20 - 25 %",4701876,3401369
Edmunds,South Dakota,Republican,"20 - 25 %",4701876,3401369
Mills,Texas,Republican,"20 - 25 %",4701876,3401369
Clatsop,Oregon,Republican,"20 - 25 %",4701876,3401369
Golden Valley,Montana,Democrat,"20 - 25 %",4701876,3401369
Macon,Illinois,Republican,"20 - 25 %",4701876,3401369
Spartanburg,South Carolina,Democrat,"20 - 25 %",4701876,3401369
Edmunds,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Oneida,New York,Republican,"20 - 25 %",4701876,3401369
Benzie,Michigan,Democrat,"20 - 25 %",4701876,3401369
Walworth,South Dakota,Republican,"20 - 25 %",4701876,3401369
Bryan,Oklahoma,Democrat,"20 - 25 %",4701876,3401369
Lincoln,Oregon,Republican,"20 - 25 %",4701876,3401369
Wagoner,Oklahoma,Democrat,"20 - 25 %",4701876,3401369
Madison,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Cherokee,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Williamson,Illinois,Democrat,"20 - 25 %",4701876,3401369
Montgomery,Tennessee,Democrat,"20 - 25 %",4701876,3401369
Box Elder,Utah,Republican,"20 - 25 %",4701876,3401369
Warren,Mississippi,Republican,"20 - 25 %",4701876,3401369
Jasper,Missouri,Republican,"20 - 25 %",4701876,3401369
Phelps,Nebraska,Republican,"20 - 25 %",4701876,3401369
Presidio,Texas,Republican,"20 - 25 %",4701876,3401369
Towns,Georgia,Democrat,"20 - 25 %",4701876,3401369
McCook,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Hooker,Nebraska,Republican,"20 - 25 %",4701876,3401369
Clinton,New York,Republican,"20 - 25 %",4701876,3401369
Washburn,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Columbia,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Clay,Florida,Republican,"20 - 25 %",4701876,3401369
Pike,Alabama,Republican,"20 - 25 %",4701876,3401369
Nueces,Texas,Republican,"20 - 25 %",4701876,3401369
Lincoln,New Mexico,Republican,"20 - 25 %",4701876,3401369
Callaway,Missouri,Republican,"20 - 25 %",4701876,3401369
Hall,Georgia,Republican,"20 - 25 %",4701876,3401369
Foard,Texas,Republican,"20 - 25 %",4701876,3401369
Cascade,Montana,Republican,"20 - 25 %",4701876,3401369
Haywood,North Carolina,Republican,"20 - 25 %",4701876,3401369
Sussex,Delaware,Democrat,"20 - 25 %",4701876,3401369
Pickens,South Carolina,Republican,"20 - 25 %",4701876,3401369
Henry,Iowa,Republican,"20 - 25 %",4701876,3401369
Lee,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Sheridan,Montana,Republican,"20 - 25 %",4701876,3401369
Allegan,Michigan,Democrat,"20 - 25 %",4701876,3401369
Horry,South Carolina,Republican,"20 - 25 %",4701876,3401369
Treasure,Montana,Republican,"20 - 25 %",4701876,3401369
Fayette,Tennessee,Democrat,"20 - 25 %",4701876,3401369
Highland,Virginia,Democrat,"20 - 25 %",4701876,3401369
Hampton,Virginia,Republican,"20 - 25 %",4701876,3401369
Carson,Texas,Democrat,"20 - 25 %",4701876,3401369
Rowan,Kentucky,Democrat,"20 - 25 %",4701876,3401369
Escambia,Florida,Republican,"20 - 25 %",4701876,3401369
Berks,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Roanoke City,Virginia,Republican,"20 - 25 %",4701876,3401369
Stillwater,Montana,Democrat,"20 - 25 %",4701876,3401369
McClain,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Skagit,Washington,Republican,"20 - 25 %",4701876,3401369
Alfalfa,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Kleberg,Texas,Republican,"20 - 25 %",4701876,3401369
Wayne,New York,Republican,"20 - 25 %",4701876,3401369
Monterey,California,Republican,"20 - 25 %",4701876,3401369
Walton,Florida,Democrat,"20 - 25 %",4701876,3401369
Howard,Indiana,Republican,"20 - 25 %",4701876,3401369
Dickinson,Michigan,Democrat,"20 - 25 %",4701876,3401369
Chautauqua,New York,Democrat,"20 - 25 %",4701876,3401369
Marion,West Virginia,Republican,"20 - 25 %",4701876,3401369
Culpeper,Virginia,Democrat,"20 - 25 %",4701876,3401369
Yates,New York,Republican,"20 - 25 %",4701876,3401369
Midland,Texas,Democrat,"20 - 25 %",4701876,3401369
Garland,Arkansas,Democrat,"20 - 25 %",4701876,3401369
Fayette,Tennessee,Republican,"20 - 25 %",4701876,3401369
Jefferson,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Baker,Oregon,Democrat,"20 - 25 %",4701876,3401369
Lee,Georgia,Republican,"20 - 25 %",4701876,3401369
Sheridan,Montana,Democrat,"20 - 25 %",4701876,3401369
Chowan,North Carolina,Republican,"20 - 25 %",4701876,3401369
Winnebago,Illinois,Republican,"20 - 25 %",4701876,3401369
Yavapai,Arizona,Democrat,"20 - 25 %",4701876,3401369
Winnebago,Illinois,Democrat,"20 - 25 %",4701876,3401369
Nez Perce,Idaho,Republican,"20 - 25 %",4701876,3401369
Taylor,Texas,Republican,"20 - 25 %",4701876,3401369
Bath,Virginia,Democrat,"20 - 25 %",4701876,3401369
Pueblo,Colorado,Democrat,"20 - 25 %",4701876,3401369
Lancaster,Pennsylvania,Democrat,"20 - 25 %",4701876,3401369
Nacogdoches,Texas,Democrat,"20 - 25 %",4701876,3401369
Iron,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Montrose,Colorado,Democrat,"20 - 25 %",4701876,3401369
Washakie,Wyoming,Democrat,"20 - 25 %",4701876,3401369
Alfalfa,Oklahoma,Democrat,"20 - 25 %",4701876,3401369
York,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Wayne,Ohio,Democrat,"20 - 25 %",4701876,3401369
Ouachita,Louisiana,Republican,"20 - 25 %",4701876,3401369
Sharkey,Mississippi,Democrat,"20 - 25 %",4701876,3401369
Pulaski,Missouri,Democrat,"20 - 25 %",4701876,3401369
Hood,Texas,Republican,"20 - 25 %",4701876,3401369
Lemhi,Idaho,Republican,"20 - 25 %",4701876,3401369
Calaveras,California,Republican,"20 - 25 %",4701876,3401369
Scotts Bluff,Nebraska,Democrat,"20 - 25 %",4701876,3401369
Grundy,Iowa,Democrat,"20 - 25 %",4701876,3401369
Rockingham,Virginia,Democrat,"20 - 25 %",4701876,3401369
Trinity,California,Republican,"20 - 25 %",4701876,3401369
York,Nebraska,Republican,"20 - 25 %",4701876,3401369
Northumberland,Virginia,Republican,"20 - 25 %",4701876,3401369
Iredell,North Carolina,Republican,"20 - 25 %",4701876,3401369
Codington,South Dakota,Republican,"20 - 25 %",4701876,3401369
Kent,Delaware,Democrat,"20 - 25 %",4701876,3401369
Oneida,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Catawba,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Skamania,Washington,Republican,"20 - 25 %",4701876,3401369
Lipscomb,Texas,Democrat,"20 - 25 %",4701876,3401369
Bolivar,Mississippi,Republican,"20 - 25 %",4701876,3401369
Deuel,South Dakota,Republican,"20 - 25 %",4701876,3401369
Brule,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Ottawa,Ohio,Republican,"20 - 25 %",4701876,3401369
Natchitoches,Louisiana,Democrat,"20 - 25 %",4701876,3401369
Smith,Texas,Republican,"20 - 25 %",4701876,3401369
Hyde,South Dakota,Republican,"20 - 25 %",4701876,3401369
Washington,Virginia,Democrat,"20 - 25 %",4701876,3401369
Elmore,Alabama,Republican,"20 - 25 %",4701876,3401369
Vilas,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Roanoke City,Virginia,Democrat,"20 - 25 %",4701876,3401369
Clinton,Illinois,Democrat,"20 - 25 %",4701876,3401369
Putnam,Tennessee,Democrat,"20 - 25 %",4701876,3401369
Washington,Illinois,Democrat,"20 - 25 %",4701876,3401369
Aransas,Texas,Democrat,"20 - 25 %",4701876,3401369
Davie,North Carolina,Republican,"20 - 25 %",4701876,3401369
Ascension,Louisiana,Republican,"20 - 25 %",4701876,3401369
Nassau,Florida,Democrat,"20 - 25 %",4701876,3401369
Yavapai,Arizona,Republican,"20 - 25 %",4701876,3401369
Dickinson,Michigan,Republican,"20 - 25 %",4701876,3401369
Codington,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Medina,Texas,Democrat,"20 - 25 %",4701876,3401369
Columbia,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Georgetown,South Carolina,Republican,"20 - 25 %",4701876,3401369
Rock Island,Illinois,Republican,"20 - 25 %",4701876,3401369
Lancaster,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Nueces,Texas,Democrat,"20 - 25 %",4701876,3401369
Montgomery,Tennessee,Republican,"20 - 25 %",4701876,3401369
El Paso,Texas,Democrat,"20 - 25 %",4701876,3401369
Mariposa,California,Republican,"20 - 25 %",4701876,3401369
Hancock,Mississippi,Democrat,"20 - 25 %",4701876,3401369
Dunn,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Teton,Montana,Democrat,"20 - 25 %",4701876,3401369
Escambia,Florida,Democrat,"20 - 25 %",4701876,3401369
Pickens,Georgia,Democrat,"20 - 25 %",4701876,3401369
Avery,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Sheboygan,Wisconsin,Republican,"20 - 25 %",4701876,3401369
Weber,Utah,Republican,"20 - 25 %",4701876,3401369
Medina,Texas,Republican,"20 - 25 %",4701876,3401369
Kingsbury,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Lee,North Carolina,Republican,"20 - 25 %",4701876,3401369
Storey,Nevada,Democrat,"20 - 25 %",4701876,3401369
Macon,North Carolina,Democrat,"20 - 25 %",4701876,3401369
Sussex,Delaware,Republican,"20 - 25 %",4701876,3401369
Columbia,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Craighead,Arkansas,Democrat,"20 - 25 %",4701876,3401369
Iron,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Kent,Delaware,Republican,"20 - 25 %",4701876,3401369
Green,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Antrim,Michigan,Democrat,"20 - 25 %",4701876,3401369
Roosevelt,New Mexico,Republican,"20 - 25 %",4701876,3401369
Bandera,Texas,Republican,"20 - 25 %",4701876,3401369
Weber,Utah,Democrat,"20 - 25 %",4701876,3401369
Archer,Texas,Republican,"20 - 25 %",4701876,3401369
Mobile,Alabama,Republican,"20 - 25 %",4701876,3401369
Miner,South Dakota,Democrat,"20 - 25 %",4701876,3401369
Poweshiek,Iowa,Republican,"20 - 25 %",4701876,3401369
Clay,Florida,Democrat,"20 - 25 %",4701876,3401369
Kootenai,Idaho,Republican,"20 - 25 %",4701876,3401369
Union,Oregon,Republican,"20 - 25 %",4701876,3401369
Lincoln,Oregon,Democrat,"20 - 25 %",4701876,3401369
Douglas,Wisconsin,Democrat,"20 - 25 %",4701876,3401369
Monroe,Pennsylvania,Republican,"20 - 25 %",4701876,3401369
Franklin City,Virginia,Democrat,"20 - 25 %",4701876,3401369
Woodbury,Iowa,Democrat,"20 - 25 %",4701876,3401369
Cass,Nebraska,Republican,"20 - 25 %",4701876,3401369
Grant,Oregon,Democrat,"20 - 25 %",4701876,3401369
Jackson,Oklahoma,Republican,"20 - 25 %",4701876,3401369
Erath,Texas,Republican,"20 - 25 %",4701876,3401369
Howard,Missouri,Republican,"20 - 25 %",4701876,3401369
Camas,Idaho,Democrat,"20 - 25 %",4701876,3401369
